column_ref,code,description,notes
"report.form_response -> reasonsForUseOfForce.reasons[]","TO_PREVENT_ESCAPE_OR_ABSCONDING","To prevent escape or absconding",""
"report.form_response -> reasonsForUseOfForce.reasons[]","ATTEMPT_TO_GRAB_STAFF_PPE_OR_EQUIPMENT","Attempt to grab staff PPE or equipment",""
"report.form_response -> reasonsForUseOfForce.reasons[]","RISK_REDUCTION_APPLICATION_OF_CUFFS_FOR_ESCORTING","Risk reduction application of cuffs for escorting",""
"report.form_response -> reasonsForUseOfForce.reasons[]","TO_PREVENT_DAMAGE_TO_PROPERTY","To prevent damage to property",""
"report.form_response -> reasonsForUseOfForce.reasons[]","SELF_HARM","Self-harm",""
"report.form_response -> reasonsForUseOfForce.reasons[]","UNDER_THE_INFLUENCE","Under the influence",""
"report.form_response -> reasonsForUseOfForce.reasons[]","TO_ADMINISTER_CARE_OR_DUE_TO_THE_MENTAL_CAPACITY_ACT_2005","To administer care or due to the Mental Capacity Act 2005",""
"report.form_response -> reasonsForUseOfForce.reasons[]","CONCERTED_INDISCIPLINE","Concerted indiscipline",""
"report.form_response -> reasonsForUseOfForce.reasons[]","INCIDENT_AT_HEIGHT_NTRG","Incident at height (NTRG)",""
"report.form_response -> reasonsForUseOfForce.reasons[]","HOSTAGE_NTRG","Hostage (NTRG)",""
"report.form_response -> reasonsForUseOfForce.reasons[]","OTHER_NTRG_INCIDENT","Other NTRG incident",""
"report.form_response -> useOfForceDetails.restraintPositions","STANDING","Standing","has sub-options"
"report.form_response -> useOfForceDetails.restraintPositions","STANDING__WRIST_WEAVE","Wrist weave","sub-option of STANDING"
"report.form_response -> useOfForceDetails.restraintPositions","STANDING__DOUBLE_WRIST_HOLD","Double wrist hold","sub-option of STANDING"
"report.form_response -> useOfForceDetails.restraintPositions","STANDING__UNDERHOOK","Underhook","sub-option of STANDING"
"report.form_response -> useOfForceDetails.restraintPositions","STANDING__WRIST_HOLD","Wrist hold","sub-option of STANDING"
"report.form_response -> useOfForceDetails.restraintPositions","STANDING__STRAIGHT_ARM_HOLD","Straight arm hold","sub-option of STANDING"
"report.form_response -> useOfForceDetails.restraintPositions","ON_BACK","On back (supine)","has sub-options"
"report.form_response -> useOfForceDetails.restraintPositions","ON_BACK__STRAIGHT_ARM_HOLD","Straight arm hold (left or right)","sub-option of ON_BACK"
"report.form_response -> useOfForceDetails.restraintPositions","ON_BACK__CONVERSION_TO_RBH","Conversion to apply rigid bar handcuffs","sub-option of ON_BACK"
"report.form_response -> useOfForceDetails.restraintPositions","ON_BACK__WRIST_HOLD","Wrist hold","sub-option of ON_BACK"
"report.form_response -> useOfForceDetails.restraintPositions","FACE_DOWN","On front (prone)","has sub-options"
"report.form_response -> useOfForceDetails.restraintPositions","FACE_DOWN__BALANCE_DISPLACEMENT","Balance displacement technique","sub-option of FACE_DOWN"
"report.form_response -> useOfForceDetails.restraintPositions","FACE_DOWN__STRAIGHT_ARM_HOLD","Straight arm hold (left or right)","sub-option of FACE_DOWN"
"report.form_response -> useOfForceDetails.restraintPositions","FACE_DOWN__CONVERSION_TO_RBH","Conversion to apply rigid bar handcuffs","sub-option of FACE_DOWN"
"report.form_response -> useOfForceDetails.restraintPositions","FACE_DOWN__WRIST_HOLD","Wrist hold","sub-option of FACE_DOWN"
"report.form_response -> useOfForceDetails.restraintPositions","KNEELING","Kneeling",""
"report.form_response -> useOfForceDetails.restraintPositions","NONE","No control and restraint positions were used","exclusive - cannot be combined with other values"
"report.form_response -> useOfForceDetails.painInducingTechniquesUsed","FINAL_LOCK_FLEXION","Wrist flexion",""
"report.form_response -> useOfForceDetails.painInducingTechniquesUsed","FINAL_LOCK_ROTATION","Wrist rotation",""
"report.form_response -> useOfForceDetails.painInducingTechniquesUsed","MANDIBULAR_ANGLE_TECHNIQUE","Mandibular angle technique",""
"report.form_response -> useOfForceDetails.painInducingTechniquesUsed","SHOULDER_CONTROL","Shoulder control",""
"report.form_response -> useOfForceDetails.painInducingTechniquesUsed","THROUGH_RIGID_BAR_CUFFS","Through rigid bar cuffs",""
"report.form_response -> useOfForceDetails.painInducingTechniquesUsed","THUMB_LOCK","Thumb lock",""
"report.form_response -> useOfForceDetails.painInducingTechniquesUsed","UPPER_ARM_CONTROL","Upper arm control",""
"report.form_response -> useOfForceDetails.painInducingTechniquesUsed","NONE","No pain inducing techniques were used","exclusive - cannot be combined with other values"
"report.form_response -> useOfForceDetails.weaponsObserved","YES","Yes",""
"report.form_response -> useOfForceDetails.weaponsObserved","NO","No",""
"report.form_response -> useOfForceDetails.bodyWornCamera","YES","Yes",""
"report.form_response -> useOfForceDetails.bodyWornCamera","NO","No",""
"report.form_response -> useOfForceDetails.bodyWornCamera","NOT_KNOWN","Not Known",""
"report.form_response -> evidence.cctvRecording","YES","Yes",""
"report.form_response -> evidence.cctvRecording","NO","No",""
"report.form_response -> evidence.cctvRecording","NOT_KNOWN","Not Known",""
"report.form_response -> relocationAndInjuries.prisonerRelocation","OWN_CELL","Own cell",""
"report.form_response -> relocationAndInjuries.prisonerRelocation","GATED_CELL","Gated cell",""
"report.form_response -> relocationAndInjuries.prisonerRelocation","SEGREGATION_UNIT","Segregation unit",""
"report.form_response -> relocationAndInjuries.prisonerRelocation","SPECIAL_ACCOMMODATION","Special accommodation",""
"report.form_response -> relocationAndInjuries.prisonerRelocation","CELLULAR_VEHICLE","Cellular vehicle",""
"report.form_response -> relocationAndInjuries.prisonerRelocation","RECEPTION","Reception",""
"report.form_response -> relocationAndInjuries.prisonerRelocation","OTHER_WING","Other wing",""
"report.form_response -> relocationAndInjuries.prisonerRelocation","FACILITATE_RELEASE","To facilitate release",""
"report.form_response -> relocationAndInjuries.relocationType","SIDE","Side relocation","no longer offered; historic rows only"
"report.form_response -> relocationAndInjuries.relocationType","PRIMARY","Primary relocation",""
"report.form_response -> relocationAndInjuries.relocationType","FULL","Full relocation",""
"report.form_response -> relocationAndInjuries.relocationType","VEHICLE","Relocated to vehicle",""
"report.form_response -> relocationAndInjuries.relocationType","NTRG","Handed to local staff (NTRG)",""
"report.form_response -> relocationAndInjuries.relocationType","SEARCH_UNDER_RESTRAINT","Full search under restraint",""
"report.form_response -> relocationAndInjuries.relocationType","KNEELING","Kneeling",""
"report.form_response -> relocationAndInjuries.relocationType","OTHER","Other",""
